time,temperature,humidity,load
2012-06-13 17:00:00,24.5,55.5,12757.0
2012-06-13 18:00:00,20.9,60.6,12609.0
2012-06-13 19:00:00,19.2,59.0,12291.0
2012-06-13 20:00:00,23.1,72.6,11878.0
2012-06-13 21:00:00,23.4,59.9,11621.0
2012-06-13 22:00:00,23.8,74.8,11717.0
2012-06-13 23:00:00,21.5,74.2,11720.0
2012-06-14 00:00:00,18.8,50.6,10942.0
2012-06-14 01:00:00,22.3,70.6,10049.0
2012-06-14 02:00:00,22.5,57.0,9363.0
2012-06-14 03:00:00,23.0,66.0,8959.0
2012-06-14 04:00:00,19.5,59.6,8676.0
2012-06-14 05:00:00,15.3,72.8,8605.0
2012-06-14 06:00:00,22.3,59.0,8706.0
2012-06-14 07:00:00,16.6,66.6,8989.0
2012-06-14 08:00:00,23.3,52.5,9919.0
2012-06-14 09:00:00,21.4,55.5,10956.0
2012-06-14 10:00:00,19.1,54.1,11712.0
2012-06-14 11:00:00,24.9,62.6,12279.0
2012-06-14 12:00:00,19.8,57.3,12877.0
2012-06-14 13:00:00,21.4,70.2,13355.0
2012-06-14 14:00:00,19.4,57.0,13772.0
2012-06-14 15:00:00,21.1,66.0,14238.0
2012-06-14 16:00:00,22.5,66.9,14601.0
2012-06-14 17:00:00,19.6,61.8,14835.0
2012-06-14 18:00:00,20.4,55.9,14996.0
2012-06-14 19:00:00,23.3,66.5,14899.0
2012-06-14 20:00:00,15.5,58.6,14415.0
2012-06-14 21:00:00,23.5,60.0,13954.0
2012-06-14 22:00:00,24.1,66.3,13809.0
2012-06-14 23:00:00,17.9,61.0,13594.0
2012-06-15 00:00:00,16.0,57.1,12567.0
2012-06-15 01:00:00,17.2,52.1,11436.0
2012-06-15 02:00:00,18.3,63.7,10574.0
2012-06-15 03:00:00,17.5,69.3,9954.0
2012-06-15 04:00:00,22.8,70.7,9489.0
2012-06-15 05:00:00,20.6,74.6,9203.0
2012-06-15 06:00:00,21.9,65.0,9278.0
2012-06-15 07:00:00,23.8,53.2,9563.0
2012-06-15 08:00:00,23.1,62.7,10528.0
2012-06-15 09:00:00,25.6,67.3,11762.0
2012-06-15 10:00:00,24.4,60.0,12782.0
2012-06-15 11:00:00,13.0,67.9,13677.0
2012-06-15 12:00:00,20.3,72.2,14630.0
2012-06-15 13:00:00,22.3,54.9,15389.0
2012-06-15 14:00:00,25.8,66.0,16085.0
2012-06-15 15:00:00,19.8,60.4,16830.0
2012-06-15 16:00:00,22.6,56.9,17442.0
2012-06-15 17:00:00,26.8,66.2,17860.0
2012-06-15 18:00:00,22.9,50.1,18155.0
2012-06-15 19:00:00,18.0,63.7,18054.0
2012-06-15 20:00:00,16.1,62.9,17548.0
2012-06-15 21:00:00,18.6,66.1,16804.0
2012-06-15 22:00:00,20.5,59.8,16295.0
2012-06-15 23:00:00,26.4,50.8,15798.0
2012-06-16 00:00:00,24.0,59.6,14517.0
2012-06-16 01:00:00,19.8,61.5,13163.0
2012-06-16 02:00:00,18.2,51.5,12053.0
2012-06-16 03:00:00,18.2,65.3,11158.0
2012-06-16 04:00:00,27.5,63.7,10600.0
2012-06-16 05:00:00,17.8,70.0,10211.0
2012-06-16 06:00:00,23.4,62.5,10064.0
2012-06-16 07:00:00,23.2,58.8,10059.0
2012-06-16 08:00:00,20.2,65.3,10299.0
2012-06-16 09:00:00,17.6,50.2,11097.0
2012-06-16 10:00:00,22.4,62.1,12158.0
2012-06-16 11:00:00,26.1,60.6,13327.0
2012-06-16 12:00:00,17.3,52.7,14520.0
2012-06-16 13:00:00,21.2,57.2,15395.0
2012-06-16 14:00:00,23.1,62.0,16015.0
2012-06-16 15:00:00,25.9,64.3,16319.0
2012-06-16 16:00:00,15.5,52.4,16725.0
2012-06-16 17:00:00,22.7,72.4,17135.0
2012-06-16 18:00:00,25.8,61.6,17310.0
2012-06-16 19:00:00,23.4,68.9,17229.0
2012-06-16 20:00:00,19.2,72.3,16645.0
2012-06-16 21:00:00,21.3,57.6,15912.0
2012-06-16 22:00:00,23.9,67.5,15488.0
2012-06-16 23:00:00,24.1,72.9,14899.0
2012-06-17 00:00:00,23.4,65.5,13782.0
2012-06-17 01:00:00,15.1,74.5,12564.0
2012-06-17 02:00:00,21.6,53.7,11587.0
2012-06-17 03:00:00,20.7,69.1,10804.0
2012-06-17 04:00:00,24.4,50.7,10293.0
2012-06-17 05:00:00,22.4,52.0,9906.0
2012-06-17 06:00:00,21.5,65.1,9764.0
2012-06-17 07:00:00,18.9,72.7,9563.0
2012-06-17 08:00:00,18.7,55.2,9523.0
2012-06-17 09:00:00,20.8,50.2,10085.0
2012-06-17 10:00:00,22.9,74.9,10999.0
2012-06-17 11:00:00,22.7,60.3,12144.0
2012-06-17 12:00:00,22.5,52.6,13082.0
2012-06-17 13:00:00,21.3,53.0,13809.0
2012-06-17 14:00:00,24.1,56.3,14223.0
2012-06-17 15:00:00,24.7,70.3,14482.0
2012-06-17 16:00:00,17.8,63.2,14791.0
2012-06-17 17:00:00,19.4,67.2,15179.0
2012-06-17 18:00:00,27.4,59.1,15431.0
2012-06-17 19:00:00,20.6,50.7,15521.0
2012-06-17 20:00:00,20.7,65.9,15208.0
2012-06-17 21:00:00,18.7,54.8,14726.0
2012-06-17 22:00:00,24.2,55.2,14407.0
2012-06-17 23:00:00,28.3,53.5,14267.0
2012-06-18 00:00:00,18.7,56.1,13358.0
2012-06-18 01:00:00,24.4,68.4,12279.0
2012-06-18 02:00:00,18.3,71.8,11310.0
2012-06-18 03:00:00,23.9,67.2,10742.0
2012-06-18 04:00:00,18.4,68.2,10355.0
2012-06-18 05:00:00,15.4,55.3,10280.0
2012-06-18 06:00:00,27.3,63.5,10498.0
2012-06-18 07:00:00,19.7,65.2,11101.0
2012-06-18 08:00:00,16.8,60.3,12369.0
2012-06-18 09:00:00,21.6,63.3,13742.0
2012-06-18 10:00:00,22.9,60.7,14933.0
2012-06-18 11:00:00,24.5,74.4,16253.0
2012-06-18 12:00:00,20.5,58.5,17641.0
2012-06-18 13:00:00,20.3,55.7,18686.0
2012-06-18 14:00:00,19.8,54.4,19472.0
2012-06-18 15:00:00,21.3,57.3,20156.0
2012-06-18 16:00:00,23.3,70.0,20495.0
2012-06-18 17:00:00,22.1,54.6,20633.0
2012-06-18 18:00:00,19.6,57.8,20632.0
2012-06-18 19:00:00,21.2,70.1,20458.0
2012-06-18 20:00:00,17.5,61.0,19983.0
2012-06-18 21:00:00,20.6,55.0,19299.0
2012-06-18 22:00:00,20.2,58.7,18830.0
2012-06-18 23:00:00,13.6,73.4,18431.0
2012-06-19 00:00:00,24.5,69.0,17011.0
2012-06-19 01:00:00,21.6,66.5,15494.0
2012-06-19 02:00:00,20.6,65.3,14320.0
2012-06-19 03:00:00,21.0,58.9,13399.0
2012-06-19 04:00:00,20.6,68.4,12693.0
2012-06-19 05:00:00,18.0,74.0,12319.0
2012-06-19 06:00:00,23.2,71.3,12303.0
2012-06-19 07:00:00,14.5,58.3,12591.0
2012-06-19 08:00:00,19.7,72.5,13776.0
2012-06-19 09:00:00,18.8,54.0,15230.0
2012-06-19 10:00:00,19.8,71.2,16599.0
2012-06-19 11:00:00,15.0,73.4,17733.0
2012-06-19 12:00:00,23.1,54.0,18837.0
2012-06-19 13:00:00,20.6,53.9,19704.0
2012-06-19 14:00:00,21.0,54.6,20405.0
2012-06-19 15:00:00,23.0,62.2,20969.0
2012-06-19 16:00:00,22.7,71.6,21273.0
2012-06-19 17:00:00,22.5,64.2,21368.0
2012-06-19 18:00:00,21.1,65.2,21391.0
2012-06-19 19:00:00,24.3,69.0,21165.0
2012-06-19 20:00:00,18.8,58.8,20684.0
2012-06-19 21:00:00,20.6,65.6,20034.0
2012-06-19 22:00:00,19.8,57.3,19424.0
2012-06-19 23:00:00,20.0,50.8,18944.0
2012-06-20 00:00:00,18.4,53.1,17522.0
2012-06-20 01:00:00,23.6,67.5,15974.0
2012-06-20 02:00:00,22.8,56.9,14699.0
2012-06-20 03:00:00,20.5,55.5,13765.0
2012-06-20 04:00:00,22.3,70.7,13078.0
2012-06-20 05:00:00,23.8,55.2,12635.0
2012-06-20 06:00:00,25.7,71.9,12519.0
2012-06-20 07:00:00,17.2,66.5,12778.0
2012-06-20 08:00:00,20.7,67.9,13915.0
2012-06-20 09:00:00,24.7,74.5,15276.0
2012-06-20 10:00:00,27.6,71.9,16460.0
2012-06-20 11:00:00,22.0,60.2,17542.0
2012-06-20 12:00:00,23.5,50.5,18622.0
2012-06-20 13:00:00,13.4,62.4,19469.0
2012-06-20 14:00:00,22.2,52.2,20225.0
2012-06-20 15:00:00,20.4,61.5,20861.0
2012-06-20 16:00:00,23.2,57.0,21170.0
2012-06-20 17:00:00,26.0,59.2,21303.0
2012-06-20 18:00:00,21.1,58.1,21297.0
2012-06-20 19:00:00,20.9,66.7,21027.0
2012-06-20 20:00:00,19.4,63.9,20459.0
2012-06-20 21:00:00,14.6,70.0,19617.0
2012-06-20 22:00:00,19.6,53.3,18889.0
2012-06-20 23:00:00,17.0,51.9,18358.0
2012-06-21 00:00:00,17.3,51.5,16927.0
2012-06-21 01:00:00,22.2,72.4,15398.0
2012-06-21 02:00:00,17.7,51.3,14255.0
2012-06-21 03:00:00,21.3,53.0,13447.0
2012-06-21 04:00:00,27.1,66.0,12854.0
2012-06-21 05:00:00,20.0,53.6,12551.0
2012-06-21 06:00:00,17.3,61.6,12529.0
2012-06-21 07:00:00,26.2,70.0,12769.0
2012-06-21 08:00:00,18.3,71.8,13874.0
2012-06-21 09:00:00,19.7,55.3,14991.0
2012-06-21 10:00:00,24.1,67.1,15771.0
2012-06-21 11:00:00,17.9,70.0,16281.0
2012-06-21 12:00:00,19.5,53.1,16448.0
2012-06-21 13:00:00,17.7,63.5,16284.0
2012-06-21 14:00:00,24.1,50.0,16121.0
2012-06-21 15:00:00,17.6,51.5,16170.0
2012-06-21 16:00:00,22.6,72.3,16046.0
2012-06-21 17:00:00,20.8,74.9,16384.0
2012-06-21 18:00:00,19.3,57.6,16866.0
2012-06-21 19:00:00,20.7,66.9,17030.0
2012-06-21 20:00:00,19.8,51.4,16695.0
2012-06-21 21:00:00,18.7,61.9,16107.0
2012-06-21 22:00:00,15.7,63.4,15535.0
2012-06-21 23:00:00,17.8,68.7,15151.0
2012-06-22 00:00:00,21.6,50.7,13942.0
2012-06-22 01:00:00,20.2,61.1,12617.0
2012-06-22 02:00:00,22.6,64.3,11534.0
2012-06-22 03:00:00,21.3,54.0,10733.0
2012-06-22 04:00:00,13.6,62.0,10219.0
2012-06-22 05:00:00,22.2,54.9,9899.0
2012-06-22 06:00:00,17.4,68.6,9909.0
2012-06-22 07:00:00,21.0,64.8,10175.0
2012-06-22 08:00:00,16.4,51.1,11082.0
2012-06-22 09:00:00,23.9,65.8,12322.0
2012-06-22 10:00:00,23.3,50.9,13305.0
2012-06-22 11:00:00,20.3,51.0,14039.0
2012-06-22 12:00:00,23.2,71.7,14741.0
2012-06-22 13:00:00,18.0,52.5,15190.0
2012-06-22 14:00:00,19.1,62.3,15579.0
2012-06-22 15:00:00,23.8,69.7,15976.0
2012-06-22 16:00:00,12.6,50.3,16221.0
2012-06-22 17:00:00,20.4,64.2,16414.0
2012-06-22 18:00:00,22.0,56.4,16464.0
2012-06-22 19:00:00,19.6,66.9,16233.0
2012-06-22 20:00:00,24.7,56.7,15714.0
2012-06-22 21:00:00,25.7,56.7,15041.0
2012-06-22 22:00:00,22.2,70.4,14506.0
2012-06-22 23:00:00,17.4,59.0,14234.0
2012-06-23 00:00:00,23.2,51.6,13184.0
2012-06-23 01:00:00,26.9,65.5,12037.0
2012-06-23 02:00:00,21.2,60.4,11049.0
2012-06-23 03:00:00,20.5,50.2,10385.0
2012-06-23 04:00:00,18.2,59.5,9886.0
2012-06-23 05:00:00,21.8,56.5,9591.0
2012-06-23 06:00:00,20.6,59.0,9462.0
2012-06-23 07:00:00,14.2,63.8,9347.0
2012-06-23 08:00:00,23.0,71.3,9774.0
2012-06-23 09:00:00,17.1,55.6,10633.0
2012-06-23 10:00:00,27.6,64.1,11594.0
2012-06-23 11:00:00,21.3,59.1,12542.0
2012-06-23 12:00:00,20.3,59.2,13449.0
2012-06-23 13:00:00,21.2,63.3,14168.0
2012-06-23 14:00:00,21.0,66.4,14670.0
2012-06-23 15:00:00,19.8,69.0,14924.0
2012-06-23 16:00:00,16.1,56.2,15044.0
2012-06-23 17:00:00,24.8,64.3,14795.0
2012-06-23 18:00:00,21.2,66.5,14609.0
2012-06-23 19:00:00,24.1,58.9,14271.0
2012-06-23 20:00:00,16.5,67.6,13712.0
2012-06-23 21:00:00,18.6,59.0,13357.0
2012-06-23 22:00:00,19.5,71.3,13318.0
2012-06-23 23:00:00,17.5,68.5,13166.0
2012-06-24 00:00:00,23.0,51.9,12452.0
2012-06-24 01:00:00,20.2,51.2,11654.0
2012-06-24 02:00:00,21.8,65.0,10857.0
2012-06-24 03:00:00,19.0,66.2,10301.0
2012-06-24 04:00:00,24.2,55.2,9773.0
2012-06-24 05:00:00,23.4,65.6,9502.0
2012-06-24 06:00:00,22.9,55.8,9356.0
2012-06-24 07:00:00,21.3,51.5,9154.0
2012-06-24 08:00:00,24.8,57.1,9201.0
2012-06-24 09:00:00,23.4,64.3,9947.0
2012-06-24 10:00:00,20.7,52.4,10712.0
2012-06-24 11:00:00,19.3,68.6,11609.0
2012-06-24 12:00:00,20.2,65.7,12438.0
2012-06-24 13:00:00,22.4,51.1,13371.0
2012-06-24 14:00:00,16.4,55.7,14263.0
2012-06-24 15:00:00,18.5,66.1,14986.0
2012-06-24 16:00:00,24.7,73.4,15716.0
2012-06-24 17:00:00,23.9,73.6,16197.0
2012-06-24 18:00:00,20.2,58.4,16544.0
2012-06-24 19:00:00,30.0,67.9,16395.0
2012-06-24 20:00:00,23.2,56.0,15870.0
2012-06-24 21:00:00,21.2,57.8,15142.0
2012-06-24 22:00:00,24.0,52.5,14783.0
2012-06-24 23:00:00,19.2,61.4,14422.0
2012-06-25 00:00:00,18.8,60.3,13411.0
2012-06-25 01:00:00,20.6,62.8,12228.0
2012-06-25 02:00:00,21.1,74.0,11280.0
2012-06-25 03:00:00,18.8,74.5,10571.0
2012-06-25 04:00:00,25.2,57.1,10139.0
2012-06-25 05:00:00,29.8,74.9,9837.0
2012-06-25 06:00:00,19.9,50.1,9868.0
2012-06-25 07:00:00,15.8,58.7,10072.0
2012-06-25 08:00:00,21.4,64.0,11060.0
2012-06-25 09:00:00,20.4,64.3,12032.0
2012-06-25 10:00:00,23.6,50.1,12795.0
2012-06-25 11:00:00,19.2,58.3,13263.0
2012-06-25 12:00:00,23.0,55.9,13697.0
2012-06-25 13:00:00,21.8,63.5,13893.0
2012-06-25 14:00:00,24.2,51.3,14039.0
2012-06-25 15:00:00,21.3,60.6,14142.0
2012-06-25 16:00:00,18.6,64.5,14164.0
2012-06-25 17:00:00,22.0,58.0,14142.0
2012-06-25 18:00:00,17.8,60.6,14052.0
2012-06-25 19:00:00,14.8,66.6,13778.0
2012-06-25 20:00:00,18.8,73.1,13191.0
2012-06-25 21:00:00,24.4,73.5,12612.0
2012-06-25 22:00:00,26.6,56.9,12333.0
2012-06-25 23:00:00,16.4,56.5,12241.0
2012-06-26 00:00:00,23.8,54.2,11406.0
2012-06-26 01:00:00,25.9,72.1,10452.0
2012-06-26 02:00:00,17.8,67.1,9773.0
2012-06-26 03:00:00,25.2,52.8,9315.0
2012-06-26 04:00:00,17.2,51.0,9017.0
2012-06-26 05:00:00,20.6,58.5,8876.0
2012-06-26 06:00:00,22.2,66.9,9054.0
2012-06-26 07:00:00,18.0,53.7,9348.0
2012-06-26 08:00:00,25.0,71.0,10308.0
2012-06-26 09:00:00,20.9,68.1,11369.0
2012-06-26 10:00:00,23.5,56.2,12209.0
2012-06-26 11:00:00,18.1,55.4,12815.0
2012-06-26 12:00:00,26.8,51.3,13367.0
2012-06-26 13:00:00,22.5,51.5,13775.0
2012-06-26 14:00:00,22.4,65.1,14141.0
2012-06-26 15:00:00,22.1,60.7,14661.0
2012-06-26 16:00:00,22.4,64.5,15018.0
2012-06-26 17:00:00,23.2,58.0,15283.0
2012-06-26 18:00:00,19.9,57.2,15490.0
2012-06-26 19:00:00,17.0,58.5,15401.0
2012-06-26 20:00:00,17.2,70.2,14952.0
2012-06-26 21:00:00,21.2,53.6,14415.0
2012-06-26 22:00:00,26.0,62.1,14067.0
2012-06-26 23:00:00,20.6,59.0,13828.0
2012-06-27 00:00:00,24.6,74.8,12816.0
2012-06-27 01:00:00,20.7,65.8,11590.0
2012-06-27 02:00:00,25.6,62.8,10671.0
2012-06-27 03:00:00,22.4,57.2,10062.0
2012-06-27 04:00:00,21.9,64.5,9614.0
2012-06-27 05:00:00,24.2,66.5,9417.0
2012-06-27 06:00:00,22.3,55.3,9519.0
2012-06-27 07:00:00,23.0,61.7,9849.0
2012-06-27 08:00:00,21.1,73.5,10840.0
2012-06-27 09:00:00,22.1,70.3,12024.0
2012-06-27 10:00:00,17.4,57.6,13044.0
2012-06-27 11:00:00,25.0,66.1,13892.0
2012-06-27 12:00:00,25.1,69.0,14695.0
2012-06-27 13:00:00,20.1,57.8,15299.0
2012-06-27 14:00:00,20.8,58.1,16061.0
2012-06-27 15:00:00,26.7,60.3,16894.0
2012-06-27 16:00:00,20.2,57.2,17555.0
2012-06-27 17:00:00,23.4,58.8,18153.0
2012-06-27 18:00:00,21.7,53.7,18565.0
2012-06-27 19:00:00,16.6,70.4,18790.0
2012-06-27 20:00:00,22.5,53.1,18473.0
2012-06-27 21:00:00,16.8,74.5,17917.0
2012-06-27 22:00:00,24.9,69.2,17442.0
2012-06-27 23:00:00,20.5,67.8,17129.0
2012-06-28 00:00:00,17.5,69.6,15892.0
2012-06-28 01:00:00,23.6,73.9,14449.0
2012-06-28 02:00:00,16.7,53.1,13319.0
2012-06-28 03:00:00,16.9,52.5,12520.0
2012-06-28 04:00:00,26.9,61.8,11952.0
2012-06-28 05:00:00,24.3,66.6,11615.0
2012-06-28 06:00:00,21.3,51.6,11648.0
2012-06-28 07:00:00,22.6,62.3,12052.0
2012-06-28 08:00:00,18.3,53.5,13179.0
2012-06-28 09:00:00,21.6,71.9,14774.0
2012-06-28 10:00:00,17.8,59.7,16520.0
2012-06-28 11:00:00,17.7,74.2,18159.0
2012-06-28 12:00:00,23.8,74.8,19618.0
2012-06-28 13:00:00,19.7,58.7,20637.0
2012-06-28 14:00:00,19.3,56.5,21456.0
2012-06-28 15:00:00,22.3,55.1,22187.0
2012-06-28 16:00:00,19.1,71.4,22508.0
2012-06-28 17:00:00,20.4,71.5,22749.0
2012-06-28 18:00:00,26.3,66.0,22830.0
2012-06-28 19:00:00,16.9,68.7,22363.0
2012-06-28 20:00:00,25.7,65.8,21493.0
2012-06-28 21:00:00,30.4,67.6,20729.0
2012-06-28 22:00:00,17.1,56.7,20358.0
2012-06-28 23:00:00,17.4,63.7,19889.0
2012-06-29 00:00:00,22.8,60.1,18478.0
2012-06-29 01:00:00,14.6,70.9,16987.0
2012-06-29 02:00:00,21.4,64.4,15761.0
2012-06-29 03:00:00,18.8,59.6,14838.0
2012-06-29 04:00:00,25.0,57.0,14029.0
2012-06-29 05:00:00,19.9,71.8,13350.0
2012-06-29 06:00:00,21.9,69.3,13039.0
2012-06-29 07:00:00,23.3,65.3,13055.0
2012-06-29 08:00:00,22.6,57.1,13770.0
2012-06-29 09:00:00,21.1,53.9,14997.0
2012-06-29 10:00:00,23.4,54.6,16081.0
2012-06-29 11:00:00,16.5,72.7,16980.0
2012-06-29 12:00:00,24.3,56.2,17160.0
2012-06-29 13:00:00,20.2,57.8,16526.0
2012-06-29 14:00:00,23.0,59.7,15669.0
2012-06-29 15:00:00,21.0,66.0,15598.0
2012-06-29 16:00:00,19.3,62.6,16249.0
2012-06-29 17:00:00,20.7,51.6,16895.0
2012-06-29 18:00:00,22.0,59.5,17567.0
2012-06-29 19:00:00,22.5,66.0,17901.0
2012-06-29 20:00:00,22.0,70.6,17603.0
2012-06-29 21:00:00,19.1,70.5,16823.0
2012-06-29 22:00:00,18.0,63.0,16334.0
2012-06-29 23:00:00,18.3,74.2,15837.0
2012-06-30 00:00:00,20.3,69.5,14537.0
2012-06-30 01:00:00,23.0,73.0,13421.0
2012-06-30 02:00:00,23.2,56.7,12310.0
2012-06-30 03:00:00,19.4,58.6,11507.0
2012-06-30 04:00:00,21.1,71.1,10951.0
2012-06-30 05:00:00,16.7,63.2,10637.0
2012-06-30 06:00:00,19.9,64.1,10489.0
2012-06-30 07:00:00,19.4,64.6,10395.0
2012-06-30 08:00:00,18.7,68.8,10693.0
2012-06-30 09:00:00,21.4,72.7,11605.0
2012-06-30 10:00:00,26.4,72.9,12863.0
2012-06-30 11:00:00,21.3,66.1,13996.0
2012-06-30 12:00:00,24.6,56.5,15007.0
2012-06-30 13:00:00,23.8,64.6,15619.0
2012-06-30 14:00:00,19.5,72.4,16101.0
2012-06-30 15:00:00,23.5,65.5,16761.0
2012-06-30 16:00:00,26.7,60.0,17332.0
2012-06-30 17:00:00,17.5,71.0,17719.0
2012-06-30 18:00:00,23.8,62.7,17942.0
2012-06-30 19:00:00,20.9,66.5,17970.0
2012-06-30 20:00:00,19.1,71.0,17664.0
2012-06-30 21:00:00,22.3,64.9,17039.0
2012-06-30 22:00:00,22.3,54.2,16548.0
2012-06-30 23:00:00,28.4,53.2,16149.0
2012-07-01 00:00:00,22.2,71.8,15171.0
2012-07-01 01:00:00,24.3,70.2,14048.0
2012-07-01 02:00:00,24.2,74.9,12982.0
2012-07-01 03:00:00,22.2,58.6,12215.0
2012-07-01 04:00:00,21.4,66.9,11528.0
2012-07-01 05:00:00,22.9,66.2,11105.0
2012-07-01 06:00:00,23.8,66.7,10835.0
2012-07-01 07:00:00,21.2,62.3,10509.0
2012-07-01 08:00:00,27.0,67.1,10753.0
2012-07-01 09:00:00,25.7,65.4,11684.0
2012-07-01 10:00:00,20.5,70.4,12928.0
2012-07-01 11:00:00,22.8,55.3,14225.0
2012-07-01 12:00:00,24.5,69.4,15343.0
2012-07-01 13:00:00,26.3,60.0,16127.0
2012-07-01 14:00:00,23.8,66.9,15451.0
2012-07-01 15:00:00,26.1,67.2,14084.0
2012-07-01 16:00:00,25.1,64.1,14424.0
2012-07-01 17:00:00,26.5,67.8,15323.0
2012-07-01 18:00:00,21.8,52.7,15915.0
2012-07-01 19:00:00,25.7,51.9,16247.0
2012-07-01 20:00:00,23.9,65.4,16178.0
2012-07-01 21:00:00,17.0,74.0,15827.0
2012-07-01 22:00:00,27.5,63.3,15507.0
2012-07-01 23:00:00,21.7,55.5,15351.0
2012-07-02 00:00:00,25.1,53.1,14462.0
2012-07-02 01:00:00,24.3,62.7,13413.0
2012-07-02 02:00:00,23.6,65.5,12475.0
2012-07-02 03:00:00,23.0,71.0,11815.0
2012-07-02 04:00:00,23.2,72.7,11329.0
2012-07-02 05:00:00,29.2,57.6,11088.0
2012-07-02 06:00:00,23.5,72.5,11181.0
2012-07-02 07:00:00,28.9,69.9,11558.0
2012-07-02 08:00:00,23.6,66.7,12620.0
2012-07-02 09:00:00,24.6,68.5,14114.0
2012-07-02 10:00:00,24.1,50.3,15629.0
2012-07-02 11:00:00,29.1,56.5,16926.0
2012-07-02 12:00:00,26.6,71.0,18324.0
2012-07-02 13:00:00,22.7,52.6,19402.0
2012-07-02 14:00:00,19.9,71.5,20253.0
2012-07-02 15:00:00,22.8,68.7,20891.0
2012-07-02 16:00:00,28.1,54.6,21280.0
2012-07-02 17:00:00,20.7,59.6,21537.0
2012-07-02 18:00:00,20.0,71.9,21672.0
2012-07-02 19:00:00,22.1,67.0,21567.0
2012-07-02 20:00:00,21.2,50.4,21020.0
2012-07-02 21:00:00,21.6,58.7,20345.0
2012-07-02 22:00:00,18.7,67.5,19957.0
2012-07-02 23:00:00,24.6,60.3,19540.0
2012-07-03 00:00:00,25.2,56.6,18287.0
2012-07-03 01:00:00,23.5,60.0,16861.0
2012-07-03 02:00:00,19.9,55.4,15562.0
2012-07-03 03:00:00,22.1,57.6,14516.0
2012-07-03 04:00:00,25.1,67.0,13655.0
2012-07-03 05:00:00,25.5,61.4,13132.0
2012-07-03 06:00:00,18.8,51.9,12958.0
2012-07-03 07:00:00,24.2,58.3,13123.0
2012-07-03 08:00:00,21.9,52.2,13883.0
2012-07-03 09:00:00,24.0,56.6,15026.0
2012-07-03 10:00:00,20.1,52.9,16302.0
2012-07-03 11:00:00,19.1,55.6,17422.0
2012-07-03 12:00:00,23.4,58.2,18348.0
2012-07-03 13:00:00,23.7,51.8,19266.0
2012-07-03 14:00:00,21.4,58.2,20248.0
2012-07-03 15:00:00,28.6,53.2,21101.0
2012-07-03 16:00:00,21.8,74.6,21579.0
2012-07-03 17:00:00,21.8,70.9,21837.0
2012-07-03 18:00:00,24.1,56.4,21903.0
2012-07-03 19:00:00,23.7,52.6,21721.0
2012-07-03 20:00:00,21.8,61.1,21263.0
2012-07-03 21:00:00,25.2,65.8,20526.0
2012-07-03 22:00:00,25.2,69.6,19874.0
2012-07-03 23:00:00,24.1,69.4,19313.0
2012-07-04 00:00:00,24.6,53.5,18078.0
2012-07-04 01:00:00,23.9,57.4,16751.0
2012-07-04 02:00:00,23.7,69.9,15558.0
2012-07-04 03:00:00,20.1,58.5,14594.0
2012-07-04 04:00:00,24.3,61.6,13835.0
2012-07-04 05:00:00,26.7,69.7,13330.0
2012-07-04 06:00:00,24.6,56.1,13027.0
2012-07-04 07:00:00,23.1,57.0,12770.0
2012-07-04 08:00:00,26.5,64.5,12903.0
2012-07-04 09:00:00,24.6,66.2,13794.0
2012-07-04 10:00:00,21.8,70.7,15120.0
2012-07-04 11:00:00,26.5,60.4,16659.0
2012-07-04 12:00:00,22.5,56.2,18118.0
2012-07-04 13:00:00,20.8,55.7,19219.0
2012-07-04 14:00:00,21.5,66.7,19946.0
2012-07-04 15:00:00,22.3,64.5,20355.0
2012-07-04 16:00:00,20.0,69.2,20644.0
2012-07-04 17:00:00,27.8,53.2,20769.0
2012-07-04 18:00:00,19.0,63.2,20784.0
2012-07-04 19:00:00,25.6,58.1,20646.0
2012-07-04 20:00:00,24.8,68.6,20155.0
2012-07-04 21:00:00,24.6,54.4,19534.0
2012-07-04 22:00:00,25.2,60.9,19072.0
2012-07-04 23:00:00,23.4,73.5,18661.0
2012-07-05 00:00:00,25.6,73.1,17792.0
2012-07-05 01:00:00,23.6,66.5,16796.0
2012-07-05 02:00:00,22.8,70.9,15696.0
2012-07-05 03:00:00,20.3,64.4,14751.0
2012-07-05 04:00:00,24.9,72.7,14033.0
2012-07-05 05:00:00,25.0,52.9,13546.0
2012-07-05 06:00:00,23.9,51.6,13445.0
2012-07-05 07:00:00,26.2,58.0,13637.0
2012-07-05 08:00:00,27.3,68.4,14569.0
2012-07-05 09:00:00,22.4,67.2,16119.0
2012-07-05 10:00:00,25.7,51.5,17657.0
2012-07-05 11:00:00,20.3,52.0,19115.0
2012-07-05 12:00:00,24.1,65.7,20545.0
2012-07-05 13:00:00,23.4,51.3,21708.0
2012-07-05 14:00:00,26.3,52.5,22511.0
2012-07-05 15:00:00,22.6,55.4,23046.0
2012-07-05 16:00:00,27.5,56.4,23134.0
2012-07-05 17:00:00,23.2,74.9,22647.0
2012-07-05 18:00:00,20.3,53.1,22307.0
2012-07-05 19:00:00,19.3,67.0,22213.0
2012-07-05 20:00:00,26.0,55.6,22023.0
2012-07-05 21:00:00,20.0,59.7,21413.0
2012-07-05 22:00:00,25.3,53.9,21077.0
2012-07-05 23:00:00,25.9,65.2,20684.0
2012-07-06 00:00:00,21.8,61.6,19429.0
2012-07-06 01:00:00,24.7,56.5,18076.0
2012-07-06 02:00:00,28.6,54.0,16934.0
